"FOLIO","VIV_SEL","P0_1","P0_2","P0_3","P0_4_1","P0_4_1A","P0_4_2","P0_4_2A","P1_1","P1_2","P1_3","TLOC","REGION","EST_DIS","UPM_DIS","FAC_VIV"
"00374","01","05","09","03","1","2","1","1","04","1","","1","1","011","0000066",2848
"00375","02","01","03","01","1","1","1","1","01","1","","1","1","011","0000066",2848
"00376","03","01","03","01","2","","1","2","03","1","","1","1","011","0000066",2848
"00377","04","02","03","01","1","1","1","1","04","1","","1","1","011","0000066",2848
"00378","05","01","02","01","2","","2","","03","1","","1","1","011","0000066",2848
"00379","01","02","03","01","1","3","1","1","01","1","","1","1","012","0000067",2875
"00380","02","01","03","02","1","1","1","1","01","1","","1","1","012","0000067",2875
"00381","03","01","03","01","1","2","1","1","01","1","","1","1","012","0000067",2875
"00382","05","01","03","01","1","1","1","2","01","1","","1","1","012","0000067",2875
"00383","01","02","04","02","1","1","1","1","04","1","","1","1","011","0000068",2587
"00384","02","02","03","01","2","","2","","04","1","","1","1","011","0000068",2587
"00385","03","02","04","01","2","","2","","01","1","","1","1","011","0000068",2587
"00386","04","01","03","01","1","1","1","1","04","1","","1","1","011","0000068",2587
"00387","05","01","03","01","2","","2","","05","1","","1","1","011","0000068",2587
"00388","02","02","03","03","1","1","1","1","04","1","","1","1","011","0000069",2946
"00389","04","03","05","02","1","3","1","1","05","1","","1","1","011","0000069",2946
"00390","05","03","06","02","1","2","1","1","05","1","","1","1","011","0000069",2946
"00391","01","04","07","01","1","1","1","1","04","1","","1","1","010","0000070",2461
"00392","02","01","03","02","1","1","1","2","03","1","","1","1","010","0000070",2461
"00393","03","02","03","01","1","1","2","","02","1","","1","1","010","0000070",2461
"00394","04","03","06","01","1","1","1","1","05","1","","1","1","010","0000070",2461
"00395","05","03","04","01","2","","2","","03","1","","1","1","010","0000070",2461
"00396","01","02","05","02","1","2","1","1","04","1","","1","1","012","0000071",2924
"00397","03","01","03","01","1","1","1","1","02","1","","1","1","012","0000071",2924
"00398","04","02","04","01","1","2","1","1","02","1","","1","1","012","0000071",2924
"00399","05","02","05","01","2","","1","1","02","1","","1","1","012","0000071",2924
"00400","01","01","03","01","2","","2","","03","1","","1","1","011","0000072",2767
"00401","03","01","04","01","1","1","1","2","02","1","","1","1","011","0000072",2767
"00402","04","04","08","01","1","1","1","1","06","1","","1","1","011","0000072",2767
"00403","05","01","04","02","1","1","1","1","04","1","","1","1","011","0000072",2767
"00404","01","02","04","01","1","2","1","2","03","1","","1","1","011","0000073",2889
"00405","02","02","04","01","1","2","1","1","04","1","","1","1","011","0000073",2889
"00406","03","02","04","01","1","1","1","1","04","1","","1","1","011","0000073",2889
"00407","04","02","05","01","1","1","2","","06","1","","1","1","011","0000073",2889
"00408","05","02","05","01","1","4","1","1","02","1","","1","1","011","0000073",2889
"00409","02","03","04","02","1","3","1","1","07","1","","1","1","011","0000074",3009
"00410","03","07","11","06","1","6","1","1","07","1","","1","1","011","0000074",3009
"00411","04","03","07","02","1","2","1","1","04","1","","1","1","011","0000074",3009
"00412","05","02","04","01","1","1","2","","04","1","","1","1","011","0000074",3009
"00413","01","02","03","01","1","1","1","1","02","1","","1","1","011","0000075",3153
"00414","02","01","04","01","1","1","1","1","02","1","","1","1","011","0000075",3153
"00415","03","03","03","01","1","1","1","1","04","1","","1","1","011","0000075",3153
"00416","04","01","02","01","2","","1","1","02","1","","1","1","011","0000075",3153
"00417","01","02","03","01","1","1","1","1","03","1","","1","1","012","0000076",3162
"00418","02","03","05","02","1","1","1","1","06","1","","1","1","012","0000076",3162
"00419","03","01","02","02","1","2","1","1","02","1","","1","1","012","0000076",3162
"00420","04","03","05","01","1","2","1","1","04","1","","1","1","012","0000076",3162
"00421","05","02","04","02","1","2","1","1","02","1","","1","1","012","0000076",3162
"00422","01","03","04","02","2","","1","1","01","1","","1","1","012","0000077",3015
"00423","02","02","05","01","2","","1","1","02","1","","1","1","012","0000077",3015
"00424","03","02","03","01","1","2","1","1","05","1","","1","1","012","0000077",3015
"00425","05","01","02","01","1","2","1","1","02","1","","1","1","012","0000077",3015
"00426","01","01","02","01","2","","1","1","05","1","","1","1","012","0000078",2535
"00427","02","01","03","01","1","3","1","1","02","1","","1","1","012","0000078",2535
"00428","04","01","03","01","2","","1","1","03","1","","1","1","012","0000078",2535
"00429","05","01","02","01","1","1","1","1","02","1","","1","1","012","0000078",2535
"00430","02","01","06","02","1","1","1","1","02","1","","1","1","012","0000079",3001
"00431","03","02","04","02","1","2","1","1","04","1","","1","1","012","0000079",3001
"00432","04","02","04","02","2","","1","1","03","1","","1","1","012","0000079",3001
"00433","05","01","04","02","1","2","1","1","03","1","","1","1","012","0000079",3001
"00434","01","02","03","01","1","1","1","1","05","1","","1","1","010","0000080",2448
"00435","02","02","03","01","1","1","1","1","04","1","","1","1","010","0000080",2448
"00436","03","02","03","01","1","1","1","1","04","1","","1","1","010","0000080",2448
"00437","05","02","03","02","1","2","1","1","05","1","","1","1","010","0000080",2448
"00438","01","02","03","01","1","1","1","1","06","1","","1","1","010","0000081",2387
"00439","02","01","02","01","1","2","1","1","05","1","","1","1","010","0000081",2387
"00440","03","02","03","01","1","1","1","1","04","1","","1","1","010","0000081",2387
"00441","04","01","02","01","1","1","1","1","03","1","","1","1","010","0000081",2387
"00442","05","01","03","01","1","2","1","1","02","1","","1","1","010","0000081",2387
"00443","01","01","02","01","2","","1","2","01","1","","1","1","010","0000082",1930
"00444","02","01","03","01","1","2","1","1","01","1","","1","1","010","0000082",1930
"00445","03","03","05","01","1","1","1","1","04","1","","1","1","010","0000082",1930
"00446","04","01","02","01","1","2","1","1","03","1","","1","1","010","0000082",1930
"00447","05","01","03","01","1","1","1","1","04","1","","1","1","010","0000082",1930
"00448","02","01","02","01","1","1","2","","01","1","","1","1","011","0000083",1651
"00449","04","02","04","01","2","","1","1","01","1","","1","1","011","0000083",1651
"00450","01","02","03","01","1","1","1","1","04","1","","1","1","010","0000084",2173
"00451","02","03","04","01","2","","2","","04","1","","1","1","010","0000084",2173
"00452","04","01","03","01","1","1","1","1","03","1","","1","1","010","0000084",2173
"00453","05","02","03","01","1","1","1","1","04","1","","1","1","010","0000084",2173
"00454","02","03","06","01","1","2","1","1","04","1","","1","1","012","0000085",2717
"00455","03","02","06","02","1","2","1","1","03","1","","1","1","012","0000085",2717
"00456","04","02","04","02","1","2","1","1","03","1","","1","1","012","0000085",2717
"00457","05","03","07","02","1","2","1","1","03","1","","1","1","012","0000085",2717
"00458","02","04","05","01","1","1","1","1","04","1","","1","1","012","0000086",2754
"00459","03","02","03","02","1","1","1","1","04","1","","1","1","012","0000086",2754
"00460","04","02","03","02","1","1","1","1","03","1","","1","1","012","0000086",2754
"00461","02","03","04","01","1","3","1","1","05","1","","1","1","011","0000087",2874
"00462","03","02","05","01","2","","1","1","02","1","","1","1","011","0000087",2874
"00463","04","02","04","01","1","4","1","1","05","1","","1","1","011","0000087",2874
"00464","05","03","05","02","1","1","1","1","03","1","","1","1","011","0000087",2874
"00465","01","02","04","01","1","1","1","1","04","1","","1","1","010","0000088",1067
"00466","03","01","03","01","1","1","1","1","02","1","","1","1","010","0000088",1067
"00467","04","01","02","04","1","1","1","1","01","1","","1","1","010","0000088",1067
"00468","05","01","02","01","2","","1","1","04","1","","1","1","010","0000088",1067
"00469","01","03","05","01","2","","1","1","03","1","","1","1","011","0000089",3105
"00470","02","03","04","01","1","1","1","1","02","1","","1","1","011","0000089",3105
"00471","03","02","03","01","2","","1","1","04","1","","1","1","011","0000089",3105
"00472","04","02","04","01","1","2","1","1","06","1","","1","1","011","0000089",3105
"00473","05","01","03","01","2","","1","1","01","1","","1","1","011","0000089",3105
"00474","01","04","07","02","2","","1","1","07","1","","1","1","011","0000090",2316
"00475","02","01","04","01","2","","2","","01","1","","1","1","011","0000090",2316
"00476","03","01","01","01","1","1","2","","02","1","","1","1","011","0000090",2316
"00477","05","03","07","03","1","1","1","1","02","1","","1","1","011","0000090",2316
"00478","01","02","05","02","1","1","1","1","04","1","","1","1","011","0000091",3025
"00479","02","02","04","01","1","1","1","1","04","1","","1","1","011","0000091",3025
"00480","03","02","05","02","1","1","1","1","02","1","","1","1","011","0000091",3025
"00481","04","02","05","02","1","1","1","1","03","1","","1","1","011","0000091",3025
"00482","01","02","03","01","1","1","1","1","02","2","02","1","1","010","0000092",1777
"00483","02","03","06","02","1","1","1","1","03","1","","1","1","010","0000092",1777
"00484","03","01","05","01","1","1","1","1","01","1","","1","1","010","0000092",1777
"00485","04","03","03","01","2","","1","1","07","1","","1","1","010","0000092",1777
"00486","05","01","03","01","1","1","1","1","02","1","","1","1","010","0000092",1777
"00487","01","02","06","01","1","1","1","1","02","1","","1","1","010","0000093",3021
"00488","02","01","02","00","2","","1","1","02","1","","1","1","010","0000093",3021
"00489","03","02","03","01","1","1","2","","04","1","","1","1","010","0000093",3021
"00490","04","01","02","01","1","2","1","1","03","1","","1","1","010","0000093",3021
"00491","05","02","03","01","1","1","1","1","06","1","","1","1","010","0000093",3021
"00492","01","02","03","01","2","","1","1","06","1","","1","1","010","0000094",2320
"00493","03","01","02","01","2","","1","1","03","1","","1","1","010","0000094",2320
"00494","04","03","06","01","1","1","1","1","04","1","","1","1","010","0000094",2320
"00495","05","01","02","01","1","1","1","1","02","1","","1","1","010","0000094",2320
"00496","01","01","01","01","2","","2","","01","1","","1","1","010","0000095",2333
"00497","03","02","04","02","1","1","1","1","05","1","","1","1","010","0000095",2333
"00498","04","01","01","01","1","1","1","1","01","1","","1","1","010","0000095",2333
"00499","01","02","05","01","1","2","1","1","03","1","","1","1","011","0000096",2953
"00500","02","02","04","01","2","","1","1","03","1","","1","1","011","0000096",2953
"00501","04","03","05","02","1","1","1","1","03","1","","1","1","011","0000096",2953
"00502","05","02","05","02","1","3","1","1","03","1","","1","1","011","0000096",2953
"00503","01","02","03","01","1","1","1","1","02","1","","1","1","010","0000097",1670
"00504","02","02","04","01","2","","2","","03","1","","1","1","010","0000097",1670
"00505","03","02","02","01","1","1","1","1","04","1","","1","1","010","0000097",1670
"00506","04","01","02","01","2","","2","","02","1","","1","1","010","0000097",1670
"00507","05","03","07","02","1","2","1","1","06","1","","1","1","010","0000097",1670
"00508","02","02","02","01","2","","1","2","02","1","","1","1","010","0000098",2338
"00509","03","02","05","01","1","1","1","1","04","1","","1","1","010","0000098",2338
"00510","04","02","03","01","2","","1","1","07","2","02","1","1","010","0000098",2338
"00511","05","01","03","01","2","","2","","03","1","","1","1","010","0000098",2338
"00512","01","03","06","02","2","","1","1","01","1","","1","1","011","0000099",2791
"00513","02","01","02","01","1","1","1","1","03","1","","1","1","011","0000099",2791
"00514","03","02","04","01","1","1","1","1","06","1","","1","1","011","0000099",2791
"00515","04","03","05","02","1","2","1","1","04","1","","1","1","011","0000099",2791
"00516","05","03","08","03","1","1","1","1","02","1","","1","1","011","0000099",2791
"00517","01","04","08","01","1","1","1","1","06","1","","1","1","011","0000100",2561
"00518","02","02","05","01","1","1","1","1","03","1","","1","1","011","0000100",2561
"00519","03","03","03","01","2","","2","","03","1","","1","1","011","0000100",2561
"00520","04","01","04","01","2","","1","1","02","1","","1","1","011","0000100",2561
"00521","05","04","05","03","1","1","1","1","01","1","","1","1","011","0000100",2561
"00522","02","02","04","01","1","2","1","1","04","1","","1","1","011","0000101",3388
"00523","05","02","03","01","1","2","1","1","04","1","","1","1","011","0000101",3388
"00524","01","03","07","02","1","1","1","1","04","1","","1","1","010","0000102",2528
"00525","03","04","05","01","1","1","1","1","06","1","","1","1","010","0000102",2528
"00526","04","02","02","01","1","1","2","","07","1","","1","1","010","0000102",2528
"00527","05","01","01","01","2","","2","","02","1","","1","1","010","0000102",2528
"00528","01","02","03","01","1","2","1","1","04","1","","1","1","010","0000103",1973
"00529","02","02","03","01","2","","1","1","02","1","","1","1","010","0000103",1973
"00530","03","02","03","01","2","","1","2","01","1","","1","1","010","0000103",1973
"00531","05","01","02","01","2","","1","1","02","1","","1","1","010","0000103",1973
"00532","02","01","02","01","1","1","1","2","02","1","","1","1","010","0000104",2531
